workflow,candidate_variable_count,lasso_selected_count,lasso_selected_variables,pca_feature_count,train_observations,test_observations,train_rmse,test_rmse,test_mae
all_variables_lagged_then_lasso_then_pca_then_ols,61,7,"lag_electrified_route_kilometres_by_line, lag_capital_at_charge_rs_cr, lag_operating_ratio, lag_total_iron_ore_net_tonne_kilometres, lag_passenger_kilometres_million, lag_no_of_employees_in_thousands, lag_gdp_deflator_growth_rate_y_y_chg",4,14,3,1.0218341924020606,2.7249294311242642,2.507733661603332
