workflow,candidate_variable_count,lasso_selected_count,lasso_selected_variables,pca_feature_count,r_squared,rmse
all_variables_current_then_lasso_then_pca_then_ols,60,14,"total_route_length, number_of_stations, no_of_locomotive_in_service_steam, total_iron_ore_net_tonne_kilometres, food_grains_tonnes_originating, total_container_net_tonne_kilometres, passengers_originating_million, average_number_of_trains_run_daily, no_of_employees_in_thousands, fiscal_deficit_gdp, real_interest_rate, gdp_deflator_growth_rate_y_y_chg, energy_price_inflation_y_y_chg, contribution_to_real_gdp_railways_disc_pt",6,0.893584553859371,1.0734776250738878
